,,,,,,,,MEDIDAS LATAM,,,MEDIDAS USA,,,,,,
14181108,FOAM BOARD GOTAS DE AGUA PLATEADO - LINEA GOTAS DE AGUA,LAMINAS,FOAM BOARD,INTERIOR,"$ 181,790",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Gotas De Agua Plateado - Linea Gotas De Agua. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/18Vtm407oVdVqfkv0zB77Gn8Kax3rg11J/view?usp=drive_link,,
14181408,FOAM BOARD GRIS BASALTO (MF-08) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,"$ 104,999",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Gris Basalto (Mf-08) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/1uaD7zh6yG4joRlWx14v3DiikyL20tzbF/view?usp=drive_link,,
14181106,FOAM BOARD GRIS NATURAL - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,"$ 104,999",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Gris Natural - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/1C8mhIN4pHipjJlMK_W_DXUMgFHbNLqUm/view?usp=drive_link,,
14181110,FOAM BOARD GRIS TRAVERTINO  - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,"$ 104,999",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Gris Travertino  - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/16F7GlrAAEm90NSMXnlBffjSDLMIqUdae/view?usp=drive_link,,
14181407,FOAM BOARD GRIS TITANIO (MF-07) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,"$ 104,999",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Gris Titanio (Mf-07) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/1NuV8490xyj_s5ofJdJ7rluRRrHxEuoy9/view?usp=drive_link,,
14181401,FOAM BOARD IVORY LATTE (MF-01) - LINEA PASTEL,LAMINAS,FOAM BOARD,INTERIOR,"$ 104,999",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Ivory Latte (Mf-01) - Linea Pastel. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/11CT_IPu-k3zwCSD5Cx-JhboBa8aDOzOB/view?usp=drive_link,,
14181103,FOAM BOARD MAPLE - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,"$ 104,999",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Maple - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/1NaQpdZJNgQLFtJun6yLoxgPLcjbebJTk/view?usp=drive_link,,
14181114,FOAM BOARD METALUM  - LINEA GOTAS DE AGUA,LAMINAS,FOAM BOARD,INTERIOR,"$ 158,399",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Metalum  - Linea Gotas De Agua. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/1aFs5bBl43_V0J_EvDz3Co6kvLG3p-Zie/view?usp=drive_link,,
14181412,FOAM BOARD OCRE OSCURO (MF-12) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,"$ 104,999",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Ocre Oscuro (Mf-12) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/15O6frKPF5lIvvQY46-PqT0z5bKYP7YWG/view?usp=drive_link,,
14181101,FOAM BOARD PINO - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,"$ 104,999",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Pino - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/1VRQgsyqB9e0H0-L6kwqCaHvCMs1Y-OWb/view?usp=drive_link,,
14181304,FOAM BOARD TABACO RUSTICO (JS4154-116)  - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,"$ 164,399",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Tabaco Rustico (Js4154-116)  - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/1VRQgsyqB9e0H0-L6kwqCaHvCMs1Y-OWb/view?usp=drive_link,,
14181406,FOAM BOARD TIFFANY AZUL PASTEL (MF-06) - LINEA PASTEL,LAMINAS,FOAM BOARD,INTERIOR,"$ 104,999",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Tiffany Azul Pastel (Mf-06) - Linea Pastel. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/1OxeeR6BnRgQI3ENwbik3h0NFMMO_qPxa/view?usp=drive_link,,
14181409,FOAM BOARD VERDE  PETROLEO (MF-09) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,"$ 104,999",Unit,1,122,244,5,48.03,8.01,0.197,"Foam Board Verde  Petroleo (Mf-09) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit.",https://drive.google.com/file/d/1KaoNAGllilPmDXjnjm0w4oHB8VZKn3yy/view?usp=drive_link,,
14124202,JARDIN ARTIFICIAL EXTERIOR EDEN,JARDINES ARTIFICIALES,,EXTERIOR,"$ 35,399",Unit,1,50,50,25,19.69,1.64,0.984,"Jardin Artificial Exterior Eden. Producto de la categoría jardines artificiales, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 50 cm, espesor de 25.0 mm, presentación en Unit.",https://drive.google.com/file/d/1gGbViC6fFM5i4kM3IcZ2ZKZTYflXvn1X/view?usp=drive_link,,
14124203,JARDIN ARTIFICIAL EXTERIOR PARAISO,JARDINES ARTIFICIALES,,EXTERIOR,"$ 35,399",Unit,1,50,50,25,19.69,1.64,0.984,"Jardin Artificial Exterior Paraiso. Producto de la categoría jardines artificiales, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 50 cm, espesor de 25.0 mm, presentación en Unit.",https://drive.google.com/file/d/13ib5xzeOTLja_jhljzxBIq5ux2SUbeCN/view?usp=drive_link,,
14124201,JARDIN ARTIFICIAL EXTERIOR PRADERA,JARDINES ARTIFICIALES,,EXTERIOR,"$ 35,399",Unit,1,50,50,25,19.69,1.64,0.984,"Jardin Artificial Exterior Pradera. Producto de la categoría jardines artificiales, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 50 cm, espesor de 25.0 mm, presentación en Unit.",https://drive.google.com/file/d/1hXEkDD6zl1aRe5dCBRVqn568bH92crjz/view?usp=drive_link,,
14124204,JARDIN ARTIFICIAL EXTERIOR PRIMAVERA,JARDINES ARTIFICIALES,,EXTERIOR,"$ 35,399",Unit,1,50,50,25,19.69,1.64,0.984,"Jardin Artificial Exterior Primavera. Producto de la categoría jardines artificiales, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 50 cm, espesor de 25.0 mm, presentación en Unit.",https://drive.google.com/file/d/1wRNfbhnHm6O71wK-Sx0KaeX7wUVkrEzS/view?usp=drive_link,,
14124205,JARDIN ARTIFICIAL INTERIOR NATURAL,JARDINES ARTIFICIALES,,INTERIOR,"$ 25,799",Unit,1,40,60,24,15.75,1.97,0.945,"Jardin Artificial Interior Natural. Producto de la categoría jardines artificiales, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 40 x 60 cm, espesor de 24.0 mm, presentación en Unit.",https://drive.google.com/file/d/1bqIlphknizRrKP7IUoeYVjWF9bXEm-4Q/view?usp=drive_link,,
14124207,JARDIN ARTIFICIAL INTERIOR PARIS,JARDINES ARTIFICIALES,,INTERIOR,"$ 25,799",Unit,1,40,60,24,15.75,1.97,0.945,"Jardin Artificial Interior Paris. Producto de la categoría jardines artificiales, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 40 x 60 cm, espesor de 24.0 mm, presentación en Unit.",https://drive.google.com/file/d/1yxjH6Up0YGuUiHWPEchylLbGZgip_wTQ/view?usp=drive_link,,
14124206,JARDIN ARTIFICIAL INTERIOR VENECIA,JARDINES ARTIFICIALES,,INTERIOR,"$ 25,799",Unit,1,40,60,24,15.75,1.97,0.945,"Jardin Artificial Interior Venecia. Producto de la categoría jardines artificiales, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 40 x 60 cm, espesor de 24.0 mm, presentación en Unit.",https://drive.google.com/file/d/1RIGVJA2OJl85dY7Qskw4ogSY4OvbLolh/view?usp=drive_link,,
14124208,JARDIN ARTIFICIAL MINI-MOSSY,JARDINES ARTIFICIALES,,INTERIOR,"$ 44,939",Unit,1,50,50,25,19.69,1.64,0.984,"Jardin Artificial Mini-Mossy. Producto de la categoría jardines artificiales, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 50 cm, espesor de 25.0 mm, presentación en Unit.",https://drive.google.com/file/d/1Ji3HQt6R40AwZJoDpHfi1HXvgZYyWMOn/view?usp=drive_link,,
14124209,JARDIN ARTIFICIAL MOSSY PINO CIPRES,JARDINES ARTIFICIALES,,INTERIOR,"$ 44,939",Unit,1,50,50,25,19.69,1.64,0.984,"Jardin Artificial Mossy Pino Cipres. Producto de la categoría jardines artificiales, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 50 x 50 cm, espesor de 25.0 mm, presentación en Unit.",https://drive.google.com/file/d/1ZNLRqN9nFINGYOeLXLlNIFFE4uGnlsK6/view?usp=drive_link,,
14121201,LAMINA MARMOL BLANCO M-01,LAMINAS,MARMOL,INTERIOR,"$ 108,299",Unit,1,122,244,3,48.03,8.01,0.118,"Lamina Marmol Blanco M-01. Producto de la categoría laminas, subcategoría marmol, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 3.0 mm, presentación en Unit.",https://drive.google.com/file/d/1goMDvnlvmFYfymdf9aC95TEtGYGuNkae/view?usp=drive_link,,
14121202,LAMINA MARMOL GRIS M-02,LAMINAS,MARMOL,INTERIOR,"$ 108,299",Unit,1,122,244,3,48.03,8.01,0.118,"Lamina Marmol Gris M-02. Producto de la categoría laminas, subcategoría marmol, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 3.0 mm, presentación en Unit.",https://drive.google.com/file/d/1FvOBjs49z_Ryg_QXl_SLVgpK4nfY--ac/view?usp=drive_link,,
14121203,LAMINA MARMOL NEGRO M-03,LAMINAS,MARMOL,INTERIOR,"$ 108,299",Unit,1,122,244,3,48.03,8.01,0.118,"Lamina Marmol Negro M-03. Producto de la categoría laminas, subcategoría marmol, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 3.0 mm, presentación en Unit.",https://drive.google.com/file/d/1Pm3CdalvZ6rHJg4zSbWLI5CXUr_EJMzT/view?usp=drive_link,,
