,,,,,,UNIDAD DE EMPAQUE,,PESO POR UNIDAD,,MEDIDAS LATAM,,,MEDIDAS USA,,,,,,
14181109,FOAM BOARD BLANCO MARFIL  - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/16Xy5kBF6vucTu4PGVkrTRR8rwztaf6rH/view?usp=drive_link,,,"Foam Board Blanco Marfil  - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181110,FOAM BOARD GRIS TRAVERTINO  - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/16F7GlrAAEm90NSMXnlBffjSDLMIqUdae/view?usp=drive_link,,,"Foam Board Gris Travertino  - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181114,FOAM BOARD METALUM  - LINEA GOTAS DE AGUA,LAMINAS,FOAM BOARD,INTERIOR,$ 158.399,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1aFs5bBl43_V0J_EvDz3Co6kvLG3p-Zie/view?usp=drive_link,,,"Foam Board Metalum  - Linea Gotas De Agua. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181201,FOAM BOARD ESPEJO PLATEADO  - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,$ 181.790,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/10SBR9kHKRCMBreEIu0NJxC-m_MGbg6zY/view?usp=drive_link,,,"Foam Board Espejo Plateado  - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181202,FOAM BOARD ESPEJO BLANCO - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,$ 181.790,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1J1pdimPrebWPkJPhJ-b1j5l_UCvwl9oE/view?usp=drive_link,,,"Foam Board Espejo Blanco - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181203,FOAM BOARD ESPEJO NEGRO - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,$ 181.790,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1ezPBMdAITsfS6RPyCgfmmoT1fj0dDsvF/view?usp=drive_link,,,"Foam Board Espejo Negro - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181204,FOAM BOARD ESPEJO DORADO - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,$ 181.790,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1lOgsvyw1OQkGkttwUc_SjG_UM0pvrIQg/view?usp=drive_link,,,"Foam Board Espejo Dorado - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181205,FOAM BOARD ESPEJO PALO DE ROSA - LINEA ZEN,LAMINAS,FOAM BOARD,INTERIOR,$ 181.790,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/19ivANx74OA3Z9oc2sK5-6MnWKCipij8P/view?usp=drive_link,,,"Foam Board Espejo Palo De Rosa - Linea Zen. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181301,FOAM BOARD ARENISCA PLATA (JS4176-189) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,$ 164.399,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1Bg7tdhC-OKsL1TaMGPtrk1lrtQV-i88A/view?usp=drive_link,,,"Foam Board Arenisca Plata (Js4176-189) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181302,FOAM BOARD ARENISCA NEGRO (M JS4166-116) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,$ 164.399,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1iM3EpxDNYKUXZ6s2MoPHhgZ4VTalMJ0B/view?usp=drive_link,,,"Foam Board Arenisca Negro (M Js4166-116) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181303,FOAM BOARD COBRE TERRA (JS4156-169)  - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,$ 164.399,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1fYzRjatdP2yeId30bHGyWDI_Rd2LcoB1/view?usp=drive_link,,,"Foam Board Cobre Terra (Js4156-169)  - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181304,FOAM BOARD TABACO RUSTICO (JS4154-116)  - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,$ 164.399,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1VRQgsyqB9e0H0-L6kwqCaHvCMs1Y-OWb/view?usp=drive_link,,,"Foam Board Tabaco Rustico (Js4154-116)  - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181401,FOAM BOARD IVORY LATTE (MF-01) - LINEA PASTEL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/11CT_IPu-k3zwCSD5Cx-JhboBa8aDOzOB/view?usp=drive_link,,,"Foam Board Ivory Latte (Mf-01) - Linea Pastel. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181402,FOAM BOARD BLANCO ESTUARIO (MF-02) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1ecAbk9J2lBjOfJp1EziZU2wjeSqUhZ9E/view?usp=drive_link,,,"Foam Board Blanco Estuario (Mf-02) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181403,FOAM  BOARD GRIS ACERO (MF-03) - LINEA PASTEL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1B7AiW-GlGKyrckPMrMMgOf5Mgdq8iEaS/view?usp=drive_link,,,"Foam  Board Gris Acero (Mf-03) - Linea Pastel. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181404,FOAM BOARD EVERES CREMA (MF-04) - LINEA PASTEL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1iB8X05wzlF7MLiclcy_JyD1zHRQcfmwo/view?usp=drive_link,,,"Foam Board Everes Crema (Mf-04) - Linea Pastel. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181405,FOAM  BOARD  MANDARINA PASTEL (MF-05) - LINEA PASTEL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/171q26IUvOutvMHFP43M6X16tIpAPR1Gw/view?usp=drive_link,,,"Foam  Board  Mandarina Pastel (Mf-05) - Linea Pastel. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181406,FOAM BOARD TIFFANY AZUL PASTEL (MF-06) - LINEA PASTEL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1OxeeR6BnRgQI3ENwbik3h0NFMMO_qPxa/view?usp=drive_link,,,"Foam Board Tiffany Azul Pastel (Mf-06) - Linea Pastel. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181407,FOAM BOARD GRIS TITANIO (MF-07) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1NuV8490xyj_s5ofJdJ7rluRRrHxEuoy9/view?usp=drive_link,,,"Foam Board Gris Titanio (Mf-07) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181408,FOAM BOARD GRIS BASALTO (MF-08) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1uaD7zh6yG4joRlWx14v3DiikyL20tzbF/view?usp=drive_link,,,"Foam Board Gris Basalto (Mf-08) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181409,FOAM BOARD VERDE  PETROLEO (MF-09) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1KaoNAGllilPmDXjnjm0w4oHB8VZKn3yy/view?usp=drive_link,,,"Foam Board Verde  Petroleo (Mf-09) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181410,FOAM BOARD BRONCE NATURAL (MF-10)  - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1te8eWRXsjqFGf751IvRQ80Ukii4bsWMq/view?usp=drive_link,,,"Foam Board Bronce Natural (Mf-10)  - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
14181411,FOAM BOARD COBRE (MF-11) - LINEA AURORA BOREAL,LAMINAS,FOAM BOARD,INTERIOR,$ 104.999,Estiba / Pallet,"180, 200, 210","9,5","1,95",122,244,5,"48,03","8,01","0,197",https://drive.google.com/file/d/1sy0pS-mz8erQvcNLAwbzG6KqwwpjuQ3w/view?usp=drive_link,,,"Foam Board Cobre (Mf-11) - Linea Aurora Boreal. Producto de la categoría laminas, subcategoría foam board, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 122 x 244 cm, espesor de 5.0 mm, presentación en Unit."
